,Unnamed: 0,long_name,short_name,chapter,verse,text,title,sorting_order,native_language,bible_version,sentiment,subjectivity,common_name,ner_person,ner_place,person
133683,35757,Bel and Dragon,Bel,1,33,"Now there was in Jewry a prophet, called Habbacuc, who had made pottage, and had broken bread in a bowl, and was going into the field, for to bring it to the reapers.",,,English,KJV_1769,Negative,"('Objective', 0.4)",,[],['Jewry'],['Jewry']
133691,35765,Bel and Dragon,Bel,1,41,"Then cried the king with a loud voice, saying, Great art Lord God of Daniel, and there is none other beside thee.",,,English,KJV_1769,Positive,"('Subjective', 0.6416666666666667)",,[],['Daniel'],['Daniel']
133694,35768,1 Maccabees,1Ma,1,1,"And it happened, after that Alexander son of Philip, the Macedonian, who came out of the land of Chettiim, had smitten Darius king of the Persians and Medes, that he reigned in his stead, the first over Greece,",,,English,KJV_1769,Positive,"('Objective', 0.3333333333333333)",,"['Philip', 'Macedonian', 'Chettiim']",['Greece'],['Greece']
133703,35777,1 Maccabees,1Ma,1,10,"And there came out of them a wicked root Antiochus surnamed Epiphanes, son of Antiochus the king, who had been an hostage at Rome, and he reigned in the hundred and thirty and seventh year of the kingdom of the Greeks.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Rome'],['Rome']
133704,35778,1 Maccabees,1Ma,1,11,"In those days went there out of Israel wicked men, who persuaded many, saying, Let us go and make a covenant with the heathen that are round about us: for since we departed from them we have had much sorrow.",,,English,KJV_1769,Positive,"('Objective', 0.3666666666666667)",,[],['Israel'],['Israel']
133707,35781,1 Maccabees,1Ma,1,14,Whereupon they built a place of exercise at Jerusalem according to the customs of the heathen:,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Jerusalem'],['Jerusalem']
133709,35783,1 Maccabees,1Ma,1,16,"Now when the kingdom was established before Antiochus, he thought to reign over Egypt that he might have the dominion of two realms.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Egypt'],['Egypt']
133710,35784,1 Maccabees,1Ma,1,17,"Wherefore he entered into Egypt with a great multitude, with chariots, and elephants, and horsemen, and a great navy,",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],['Egypt'],['Egypt']
133711,35785,1 Maccabees,1Ma,1,18,"And made war against Ptolemee king of Egypt: but Ptolemee was afraid of him, and fled; and many were wounded to death.",,,English,KJV_1769,Negative,"('Subjective', 0.7)",,[],"['Egypt', 'Ptolemee']","['Egypt', 'Ptolemee']"
133712,35786,1 Maccabees,1Ma,1,19,Thus they got the strong cities in the land of Egypt and he took the spoils thereof.,,,English,KJV_1769,Positive,"('Subjective', 0.7333333333333333)",,[],['Egypt'],['Egypt']
133713,35787,1 Maccabees,1Ma,1,20,"And after that Antiochus had smitten Egypt, he returned again in the hundred forty and third year, and went up against Israel and Jerusalem with a great multitude,",,,English,KJV_1769,Positive,"('Objective', 0.375)",,['Antiochus'],"['Egypt', 'Israel', 'Jerusalem']","['Egypt', 'Israel', 'Jerusalem']"
133718,35792,1 Maccabees,1Ma,1,25,"Therefore there was a great mourning in Israel, in every place where they were;",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],['Israel'],['Israel']
133722,35796,1 Maccabees,1Ma,1,29,"And after two years fully expired the king sent his chief collector of tribute unto the cities of Juda, who came unto Jerusalem with a great multitude,",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,['Juda'],['Jerusalem'],['Jerusalem']
133723,35797,1 Maccabees,1Ma,1,30,"And spake peaceable words unto them, but all was deceit: for when they had given him credence, he fell suddenly upon the city, and smote it very sore, and destroyed much people of Israel.",,,English,KJV_1769,Positive,"('Objective', 0.3333333333333333)",,[],['Israel'],['Israel']
133728,35802,1 Maccabees,1Ma,1,35,"They stored it also with armour and victuals, and when they had gathered together the spoils of Jerusalem, they laid them up there, and so they became a sore snare:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Jerusalem'],['Jerusalem']
133729,35803,1 Maccabees,1Ma,1,36,"For it was a place to lie in wait against the sanctuary, and an evil adversary to Israel.",,,English,KJV_1769,Negative,"('Subjective', 1.0)",,[],['Israel'],['Israel']
133731,35805,1 Maccabees,1Ma,1,38,"Insomuch that the inhabitants of Jerusalem fled because of them: whereupon the city was made an habitation of strangers, and became strange to those that were born in her; and her own children left her.",,,English,KJV_1769,Positive,"('Objective', 0.3833333333333333)",,[],['Jerusalem'],['Jerusalem']
133737,35811,1 Maccabees,1Ma,1,44,"For the king had sent letters by messengers unto Jerusalem and the cities of Juda that they should follow the strange laws of the land,",,,English,KJV_1769,Negative,"('Objective', 0.15)",,['Juda'],['Jerusalem'],['Jerusalem']
133755,35829,1 Maccabees,1Ma,1,62,Howbeit many in Israel were fully resolved and confirmed in themselves not to eat any unclean thing.,,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],"['Howbeit', 'Israel']","['Howbeit', 'Israel']"
133757,35831,1 Maccabees,1Ma,1,64,And there was very great wrath upon Israel.,,,English,KJV_1769,Positive,"('Subjective', 0.9750000000000001)",,[],['Israel'],['Israel']
133758,35832,1 Maccabees,1Ma,2,1,"In those days arose Mattathias the son of John, the son of Simeon, a priest of the sons of Joarib, from Jerusalem, and dwelt in Modin.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['John'],"['Joarib', 'Jerusalem', 'Modin']","['Joarib', 'Jerusalem', 'Modin']"
133760,35834,1 Maccabees,1Ma,2,3,Simon; called Thassi:,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Simon'],['Thassi'],['Thassi']
133763,35837,1 Maccabees,1Ma,2,6,"And when he saw the blasphemies that were committed in Juda and Jerusalem,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],"['Juda', 'Jerusalem']","['Juda', 'Jerusalem']"
133773,35847,1 Maccabees,1Ma,2,16,"And when many of Israel came unto them, Mattathias also and his sons came together.",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",,['Mattathias'],['Israel'],['Israel']
133775,35849,1 Maccabees,1Ma,2,18,"Now therefore come thou first, and fulfil the king's commandment, like as all the heathen have done, yea, and the men of Juda also, and such as remain at Jerusalem: so shalt thou and thy house be in the number of the king's friends, and thou and thy children shall be honoured with silver and gold, and many rewards.",,,English,KJV_1769,Positive,"('Objective', 0.4444444444444444)",,['Juda'],['Jerusalem'],['Jerusalem']
133788,35862,1 Maccabees,1Ma,2,31,"Now when it was told the king's servants, and the host that was at Jerusalem, in the city of David, that certain men, who had broken the king's commandment, were gone down into the secret places in the wilderness,",,,English,KJV_1769,Negative,"('Objective', 0.49007936507936506)",,['David'],['Jerusalem'],['Jerusalem']
133793,35867,1 Maccabees,1Ma,2,36,"Howbeit they answered them not, neither cast they a stone at them, nor stopped the places where they lay hid;",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Howbeit'],['Howbeit']
133799,35873,1 Maccabees,1Ma,2,42,"Then came there unto him a company of Assideans who were mighty men of Israel, even all such as were voluntarily devoted unto the law.",,,English,KJV_1769,Positive,"('Subjective', 0.7)",,[],['Israel'],['Israel']
133803,35877,1 Maccabees,1Ma,2,46,"And what children soever they found within the coast of Israel uncircumcised, those they circumcised valiantly.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Israel'],['Israel']
133810,35884,1 Maccabees,1Ma,2,53,Joseph in the time of his distress kept the commandment and was made lord of Egypt.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Joseph'],['Egypt'],['Egypt']
133812,35886,1 Maccabees,1Ma,2,55,Jesus for fulfilling the word was made a judge in Israel.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Jesus'],['Israel'],['Israel']
133816,35890,1 Maccabees,1Ma,2,59,"Ananias, Azarias, and Misael, by believing were saved out of the flame.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Azarias'],['Misael'],['Misael']
133827,35901,1 Maccabees,1Ma,2,70,"And he died in the hundred forty and sixth year, and his sons buried him in the sepulchres of his fathers at Modin, and all Israel made great lamentation for him.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],['Israel'],['Israel']
133829,35903,1 Maccabees,1Ma,3,2,"And all his brethren helped him, and so did all they that held with his father, and they fought with cheerfulness the battle of Israel.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Israel'],['Israel']
133835,35909,1 Maccabees,1Ma,3,8,"Moreover he went through the cities of Juda, destroying the ungodly out of them, and turning away wrath from Israel:",,,English,KJV_1769,Negative,"('Objective', 0.0)",,['Juda'],['Israel'],['Israel']
133837,35911,1 Maccabees,1Ma,3,10,"Then Apollonius gathered the Gentiles together, and a great host out of Samaria, to fight against Israel.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],"['Samaria', 'Israel']","['Samaria', 'Israel']"
133840,35914,1 Maccabees,1Ma,3,13,"Now when Seron, a prince of the army of Syria, heard say that Judas had gathered unto him a multitude and company of the faithful to go out with him to war;",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Judas'],['Syria'],['Syria']
133842,35916,1 Maccabees,1Ma,3,15,"So he made him ready to go up, and there went with him a mighty host of the ungodly to help him, and to be avenged of the children of Israel.",,,English,KJV_1769,Positive,"('Subjective', 0.7)",,[],['Israel'],['Israel']
133843,35917,1 Maccabees,1Ma,3,16,"And when he came near to the going up of Bethhoron, Judas went forth to meet him with a small company:",,,English,KJV_1769,Negative,"('Objective', 0.4)",,['Judas'],['Bethhoron'],['Bethhoron']
133858,35932,1 Maccabees,1Ma,3,31,"Wherefore, being greatly perplexed in his mind, he determined to go into Persia, there to take the tributes of the countries, and to gather much money.",,,English,KJV_1769,Positive,"('Subjective', 0.55)",,[],['Persia'],['Persia']
133859,35933,1 Maccabees,1Ma,3,32,"So he left Lysias, a nobleman, and one of the blood royal, to oversee the affairs of the king from the river Euphrates unto the borders of Egypt:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Lysias'],['Egypt'],['Egypt']
133861,35935,1 Maccabees,1Ma,3,34,"Moreover he delivered unto him the half of his forces, and the elephants, and gave him charge of all things that he would have done, as also concerning them that dwelt in Juda and Jerusalem:",,,English,KJV_1769,Negative,"('Objective', 0.16666666666666666)",,[],"['Juda', 'Jerusalem']","['Juda', 'Jerusalem']"
133862,35936,1 Maccabees,1Ma,3,35,"To wit, that he should send an army against them, to destroy and root out the strength of Israel, and the remnant of Jerusalem, and to take away their memorial from that place;",,,English,KJV_1769,Negative,"('Objective', 0.0)",,[],"['Israel', 'Jerusalem']","['Israel', 'Jerusalem']"
133864,35938,1 Maccabees,1Ma,3,37,"So the king took the half of the forces that remained, and departed from Antioch, his royal city, the hundred forty and seventh year; and having passed the river Euphrates, he went through the high countries.",,,English,KJV_1769,Negative,"('Objective', 0.3533333333333333)",,[],['Antioch'],['Antioch']
133865,35939,1 Maccabees,1Ma,3,38,"Then Lysias chose Ptolemee the son of Dorymenes, Nicanor, and Gorgias, mighty men of the king's friends:",,,English,KJV_1769,Positive,"('Subjective', 0.9)",,['Gorgias'],['Ptolemee'],['Ptolemee']
133867,35941,1 Maccabees,1Ma,3,40,"So they went forth with all their power, and came and pitched by Emmaus in the plain country.",,,English,KJV_1769,Negative,"('Objective', 0.35714285714285715)",,[],['Emmaus'],['Emmaus']
133868,35942,1 Maccabees,1Ma,3,41,"And the merchants of the country, hearing the fame of them, took silver and gold very much, with servants, and came into the camp to buy the children of Israel for slaves: a power also of Syria and of the land of the Philistines joined themselves unto them.",,,English,KJV_1769,Positive,"('Objective', 0.26)",,[],"['Israel', 'Syria']","['Israel', 'Syria']"
133872,35946,1 Maccabees,1Ma,3,45,"Now Jerusalem lay void as a wilderness, there was none of her children that went in or out: the sanctuary also was trodden down, and aliens kept the strong hold; the heathen had their habitation in that place; and joy was taken from Jacob, and the pipe with the harp ceased.",,,English,KJV_1769,Positive,"('Objective', 0.4074074074074074)",,['Jacob'],['Jerusalem'],['Jerusalem']
133873,35947,1 Maccabees,1Ma,3,46,"Wherefore the Israelites assembled themselves together, and came to Maspha, over against Jerusalem; for in Maspha was the place where they prayed aforetime in Israel.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],"['Jerusalem', 'Israel']","['Jerusalem', 'Israel']"
133884,35958,1 Maccabees,1Ma,3,57,"So the camp removed, and pitched upon the south side of Emmaus.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Emmaus'],['Emmaus']
133890,35964,1 Maccabees,1Ma,4,3,"Now when Judas heard thereof he himself removed, and the valiant men with him, that he might smite the king's army which was at Emmaus,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Judas'],['Emmaus'],['Emmaus']
133898,35972,1 Maccabees,1Ma,4,11,That so all the heathen may know that there is one who delivereth and saveth Israel.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Israel'],['Israel']
133902,35976,1 Maccabees,1Ma,4,15,"Howbeit all the hindmost of them were slain with the sword: for they pursued them unto Gazera, and unto the plains of Idumea, and Azotus, and Jamnia, so that there were slain of them upon a three thousand men.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],"['Howbeit', 'Idumea', 'Jamnia']","['Howbeit', 'Idumea', 'Jamnia']"
133912,35986,1 Maccabees,1Ma,4,25,Thus Israel had a great deliverance that day.,,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],['Israel'],['Israel']
133914,35988,1 Maccabees,1Ma,4,27,"Who, when he heard thereof, was confounded and discouraged, because neither such things as he would were done unto Israel, nor such things as the king commanded him were come to pass.",,,English,KJV_1769,Neutral,"('Uncertain', 0.5)",,[],['Israel'],['Israel']
133916,35990,1 Maccabees,1Ma,4,29,"So they came into Idumea, and pitched their tents at Bethsura, and Judas met them with ten thousand men.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Judas'],"['Idumea', 'Bethsura']","['Idumea', 'Bethsura']"
133917,35991,1 Maccabees,1Ma,4,30,"And when he saw that mighty army, he prayed and said, Blessed art thou, O Saviour of Israel, who didst quell the violence of the mighty man by the hand of thy servant David, and gavest the host of strangers into the hands of Jonathan the son of Saul, and his armourbearer;",,,English,KJV_1769,Positive,"('Subjective', 0.9)",,"['David', 'Jonathan', 'Saul']",['Israel'],['Israel']
133918,35992,1 Maccabees,1Ma,4,31,"Shut up this army in the hand of thy people Israel, and let them be confounded in their power and horsemen:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Israel'],['Israel']
133922,35996,1 Maccabees,1Ma,4,35,"Now when Lysias saw his army put to flight, and the manliness of Judas' soldiers, and how they were ready either to live or die valiantly, he went into Antiochia, and gathered together a company of strangers, and having made his army greater than it was, he purposed to come again into Judea.",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",,['Judas'],['Antiochia'],['Antiochia']
133946,36020,1 Maccabees,1Ma,4,59,"Moreover Judas and his brethren with the whole congregation of Israel ordained, that the days of the dedication of the altar should be kept in their season from year to year by the space of eight days, from the five and twentieth day of the month Casleu, with mirth and gladness.",,,English,KJV_1769,Positive,"('Objective', 0.4)",,['Judas'],['Israel'],['Israel']
133948,36022,1 Maccabees,1Ma,4,61,"And they set there a garrison to keep it, and fortified Bethsura to preserve it; that the people might have a defence against Idumea.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Bethsura'],['Bethsura']
133956,36030,1 Maccabees,1Ma,5,8,"And when he had taken Jazar, with the towns belonging thereto, he returned into Judea.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Jazar'],['Jazar']
133961,36035,1 Maccabees,1Ma,5,13,"Yea, all our brethren that were in the places of Tobie are put to death: their wives and their children also they have carried away captives, and borne away their stuff; and they have destroyed there about a thousand men.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Tobie'],['Tobie']
133962,36036,1 Maccabees,1Ma,5,14,"While these letters were yet reading, behold, there came other messengers from Galilee with their clothes rent, who reported on this wise,",,,English,KJV_1769,Positive,"('Subjective', 0.6375)",,[],['Galilee'],['Galilee']
133963,36037,1 Maccabees,1Ma,5,15,"And said, They of Ptolemais, and of Tyrus, and Sidon, and all Galilee of the Gentiles, are assembled together against us to consume us.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Sidon'],['Sidon']
133965,36039,1 Maccabees,1Ma,5,17,"Then said Judas unto Simon his brother, Choose thee out men, and go and deliver thy brethren that are in Galilee, for I and Jonathan my brother will go into the country of Galaad.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Judas', 'Simon', 'Jonathan', 'Galaad']",['Galilee'],['Galilee']
133966,36040,1 Maccabees,1Ma,5,18,"So he left Joseph the son of Zacharias, and Azarias, captains of the people, with the remnant of the host in Judea to keep it.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Joseph', 'Azarias']",['Zacharias'],['Zacharias']
133968,36042,1 Maccabees,1Ma,5,20,"Now unto Simon were given three thousand men to go into Galilee, and unto Judas eight thousand men for the country of Galaad.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Simon', 'Judas', 'Galaad']",['Galilee'],['Galilee']
133969,36043,1 Maccabees,1Ma,5,21,"Then went Simon into Galilee, where he fought many battles with the heathen, so that the heathen were discomfited by him.",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",,['Simon'],['Galilee'],['Galilee']
133971,36045,1 Maccabees,1Ma,5,23,"And those that were in Galilee, and in Arbattis, with their wives and their children, and all that they had, took he away with him, and brought them into Judea with great joy.",,,English,KJV_1769,Positive,"('Objective', 0.475)",,['Judea'],"['Galilee', 'Arbattis']","['Galilee', 'Arbattis']"
133972,36046,1 Maccabees,1Ma,5,24,"Judas Maccabeus also and his brother Jonathan went over Jordan, and travelled three days' journey in the wilderness,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Judas Maccabeus', 'Jonathan']",['Jordan'],['Jordan']
133974,36048,1 Maccabees,1Ma,5,26,"And how that many of them were shut up in Bosora, and Bosor, and Alema, Casphor, Maked, and Carnaim; all these cities are strong and great:",,,English,KJV_1769,Positive,"('Subjective', 0.6611111111111111)",,"['Bosor', 'Alema', 'Carnaim']",['Bosora'],['Bosora']
133982,36056,1 Maccabees,1Ma,5,34,"Then the host of Timotheus, knowing that it was Maccabeus, fled from him: wherefore he smote them with a great slaughter; so that there were killed of them that day about eight thousand men.",,,English,KJV_1769,Positive,"('Objective', 0.375)",,['Maccabeus'],['Timotheus'],['Timotheus']
133985,36059,1 Maccabees,1Ma,5,37,After these things gathered Timotheus another host and encamped against Raphon beyond the brook.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Timotheus'],['Timotheus']
134000,36074,1 Maccabees,1Ma,5,52,After this went they over Jordan into the great plain before Bethsan.,,,English,KJV_1769,Positive,"('Subjective', 0.5535714285714286)",,[],"['Jordan', 'Bethsan']","['Jordan', 'Bethsan']"
134003,36077,1 Maccabees,1Ma,5,55,"Now what time as Judas and Jonathan were in the land of Galaad, and Simon his brother in Galilee before Ptolemais,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Judas', 'Jonathan', 'Simon']","['Galilee', 'Ptolemais']","['Galilee', 'Ptolemais']"
134004,36078,1 Maccabees,1Ma,5,56,"Joseph the son of Zacharias, and Azarias, captains of the garrisons, heard of the valiant acts and warlike deeds which they had done.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Joseph', 'Azarias']",['Zacharias'],['Zacharias']
134006,36080,1 Maccabees,1Ma,5,58,"So when they had given charge unto the garrison that was with them, they went toward Jamnia.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Jamnia'],['Jamnia']
134008,36082,1 Maccabees,1Ma,5,60,"And so it was, that Joseph and Azaras were put to flight, and pursued unto the borders of Judea: and there were slain that day of the people of Israel about two thousand men.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Joseph', 'Judea']",['Israel'],['Israel']
134009,36083,1 Maccabees,1Ma,5,61,"Thus was there a great overthrow among the children of Israel, because they were not obedient unto Judas and his brethren, but thought to do some valiant act.",,,English,KJV_1769,Positive,"('Subjective', 0.825)",,['Judas'],['Israel'],['Israel']
134010,36084,1 Maccabees,1Ma,5,62,"Moreover these men came not of the seed of those, by whose hand deliverance was given unto Israel.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Israel'],['Israel']
134011,36085,1 Maccabees,1Ma,5,63,"Howbeit the man Judas and his brethren were greatly renowned in the sight of all Israel, and of all the heathen, wheresoever their name was heard of;",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,['Judas'],"['Howbeit', 'Israel']","['Howbeit', 'Israel']"
134013,36087,1 Maccabees,1Ma,5,65,"Afterward went Judas forth with his brethren, and fought against the children of Esau in the land toward the south, where he smote Hebron, and the towns thereof, and pulled down the fortress of it, and burned the towers thereof round about.",,,English,KJV_1769,Negative,"('Objective', 0.34444444444444444)",,['Judas'],['Hebron'],['Hebron']
134014,36088,1 Maccabees,1Ma,5,66,"From thence he removed to go into the land of the Philistines, and passed through Samaria.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Samaria'],['Samaria']
134017,36091,1 Maccabees,1Ma,6,1,"About that time king Antiochus travelling through the high countries heard say, that Elymais in the country of Persia was a city greatly renowned for riches, silver, and gold;",,,English,KJV_1769,Positive,"('Subjective', 0.645)",,['Antiochus'],['Persia'],['Persia']
134021,36095,1 Maccabees,1Ma,6,5,"Moreover there came one who brought him tidings into Persia, that the armies, which went against the land of Judea, were put to flight:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Persia'],['Persia']
134023,36097,1 Maccabees,1Ma,6,7,"Also that they had pulled down the abomination, which he had set up upon the altar in Jerusalem, and that they had compassed about the sanctuary with high walls, as before, and his city Bethsura.",,,English,KJV_1769,Positive,"('Objective', 0.4144444444444444)",,['Bethsura'],['Jerusalem'],['Jerusalem']
134028,36102,1 Maccabees,1Ma,6,12,"But now I remember the evils that I did at Jerusalem, and that I took all the vessels of gold and silver that were therein, and sent to destroy the inhabitants of Judea without a cause.",,,English,KJV_1769,Negative,"('Objective', 0.0)",,[],['Jerusalem'],['Jerusalem']
134037,36111,1 Maccabees,1Ma,6,21,"Howbeit certain of them that were besieged got forth, unto whom some ungodly men of Israel joined themselves:",,,English,KJV_1769,Positive,"('Subjective', 0.5714285714285714)",,[],"['Howbeit', 'Israel']","['Howbeit', 'Israel']"
134042,36116,1 Maccabees,1Ma,6,26,"And, behold, this day are they besieging the tower at Jerusalem, to take it: the sanctuary also and Bethsura have they fortified.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Bethsura'],['Jerusalem'],['Jerusalem']
134047,36121,1 Maccabees,1Ma,6,31,"These went through Idumea, and pitched against Bethsura, which they assaulted many days, making engines of war; but they of Bethsura came out, and burned them with fire, and fought valiantly.",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",,[],"['Idumea', 'Bethsura', 'Bethsura']","['Idumea', 'Bethsura', 'Bethsura']"
134063,36137,1 Maccabees,1Ma,6,47,"Howbeit the rest of the Jews seeing the strength of the king, and the violence of his forces, turned away from them.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Howbeit'],['Howbeit']
134064,36138,1 Maccabees,1Ma,6,48,"Then the king's army went up to Jerusalem to meet them, and the king pitched his tents against Judea, and against mount Sion.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Jerusalem'],['Jerusalem']
134065,36139,1 Maccabees,1Ma,6,49,"But with them that were in Bethsura he made peace: for they came out of the city, because they had no victuals there to endure the siege, it being a year of rest to the land.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Bethsura'],['Bethsura']
134072,36146,1 Maccabees,1Ma,6,56,"Was returned out of Persia and Media, and the king's host also that went with him, and that he sought to take unto him the ruling of the affairs.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],"['Persia', 'Media']","['Persia', 'Media']"
134080,36154,1 Maccabees,1Ma,7,1,"In the hundred and one and fiftieth year Demetrius the son of Seleucus departed from Rome, and came up with a few men unto a city of the sea coast, and reigned there.",,,English,KJV_1769,Negative,"('Objective', 0.1)",,[],"['Seleucus', 'Rome']","['Seleucus', 'Rome']"
134084,36158,1 Maccabees,1Ma,7,5,"There came unto him all the wicked and ungodly men of Israel, having Alcimus, who was desirous to be high priest, for their captain:",,,English,KJV_1769,Positive,"('Subjective', 0.5399999999999999)",,[],['Israel'],['Israel']
134088,36162,1 Maccabees,1Ma,7,9,"And him he sent with that wicked Alcimus, whom he made high priest, and commanded that he should take vengeance of the children of Israel.",,,English,KJV_1769,Positive,"('Subjective', 0.5399999999999999)",,[],['Israel'],['Israel']
134092,36166,1 Maccabees,1Ma,7,13,Now the Assideans were the first among the children of Israel that sought peace of them:,,,English,KJV_1769,Positive,"('Objective', 0.3333333333333333)",,[],['Israel'],['Israel']
134096,36170,1 Maccabees,1Ma,7,17,"The flesh of thy saints have they cast out, and their blood have they shed round about Jerusalem, and there was none to bury them.",,,English,KJV_1769,Negative,"('Objective', 0.4)",,[],['Jerusalem'],['Jerusalem']
134098,36172,1 Maccabees,1Ma,7,19,"After this, removed Bacchides from Jerusalem, and pitched his tents in Bezeth, where he sent and took many of the men that had forsaken him, and certain of the people also, and when he had slain them, he cast them into the great pit.",,,English,KJV_1769,Positive,"('Subjective', 0.6071428571428571)",,['Bezeth'],['Jerusalem'],['Jerusalem']
134099,36173,1 Maccabees,1Ma,7,20,"Then committed he the country to Alcimus, and left with him a power to aid him: so Bacchides went to the king.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],['Alcimus'],['Alcimus']
134101,36175,1 Maccabees,1Ma,7,22,"And unto him resorted all such as troubled the people, who, after they had gotten the land of Juda into their power, did much hurt in Israel.",,,English,KJV_1769,Negative,"('Subjective', 0.5666666666666667)",,['Juda'],['Israel'],['Israel']
134105,36179,1 Maccabees,1Ma,7,26,"Then the king sent Nicanor, one of his honourable princes, a man that bare deadly hate unto Israel, with commandment to destroy the people.",,,English,KJV_1769,Negative,"('Objective', 0.3333333333333333)",,['Nicanor'],['Israel'],['Israel']
134106,36180,1 Maccabees,1Ma,7,27,"So Nicanor came to Jerusalem with a great force; and sent unto Judas and his brethren deceitfully with friendly words, saying,",,,English,KJV_1769,Positive,"('Subjective', 0.625)",,"['Nicanor', 'Judas']",['Jerusalem'],['Jerusalem']
134108,36182,1 Maccabees,1Ma,7,29,"He came therefore to Judas, and they saluted one another peaceably. Howbeit the enemies were prepared to take away Judas by violence.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,"['Judas', 'Judas']",['Howbeit'],['Howbeit']
134118,36192,1 Maccabees,1Ma,7,39,"So Nicanor went out of Jerusalem, and pitched his tents in Bethhoron, where an host out of Syria met him.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Nicanor'],"['Jerusalem', 'Bethhoron', 'Syria']","['Jerusalem', 'Bethhoron', 'Syria']"
134119,36193,1 Maccabees,1Ma,7,40,"But Judas pitched in Adasa with three thousand men, and there he prayed, saying,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,['Judas'],['Adasa'],['Adasa']
134124,36198,1 Maccabees,1Ma,7,45,"Then they pursued after them a day's journey, from Adasa unto Gazera, sounding an alarm after them with their trumpets.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",,[],"['Adasa', 'Gazera']","['Adasa', 'Gazera']"
134126,36200,1 Maccabees,1Ma,7,47,"Afterwards they took the spoils, and the prey, and smote off Nicanors head, and his right hand, which he stretched out so proudly, and brought them away, and hanged them up toward Jerusalem.",,,English,KJV_1769,Positive,"('Subjective', 0.5119047619047619)",,[],['Jerusalem'],['Jerusalem']
134132,36206,1 Maccabees,1Ma,8,3,"And what they had done in the country of Spain, for the winning of the mines of the silver and gold which is there;",,,English,KJV_1769,Positive,"('Subjective', 0.75)",,[],['Spain'],['Spain']
